id,original_title,release_date,overview,popularity,vote_average,vote_count
244063,Jongens,2014-01-08,Two teen track stars discover first love as they train for the biggest relay race of their young lives.,2.4182,7.7,712
83666,Moonrise Kingdom,2012-05-16,"Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle.",4.6987,7.679,6095
1632,Mississippi Burning,1988-12-08,"Two FBI agents investigating the murder of civil rights workers during the 60s seek to breach the conspiracy of silence in a small Southern town where segregation divides black and white. The younger agent trained in FBI school runs up against the small town ways of his partner, a former sheriff.",4.5246,7.679,1820
578,Jaws,1975-06-20,"When the seaside community of Amity finds itself under attack by a dangerous great white shark, the town's chief of police, a young marine biologist, and a grizzled hunter embark on a desperate quest to destroy the beast before it strikes again.",13.1062,7.679,11057
11362,The Count of Monte Cristo,2002-01-23,"Edmond Dantés's life and plans to marry the beautiful Mercedes are shattered when his best friend, Fernand, deceives him. After spending 13 miserable years in prison, Dantés escapes with the help of a fellow inmate and plots his revenge, cleverly insinuating himself into the French nobility.",8.0543,7.678,1911
167581,Freier Fall,2013-05-27,"A promising career with the police, a baby on the way... Marc's life seems to be right on track. Then he meets fellow policeman Kay and during their regular jogs Marc experiences a never-before-felt sense of ease and effortlessness – and what it means to fall in love with another man.",3.4207,7.7,816
30020,طعم گيلاس,1997-09-28,"A middle-aged Tehranian man, Mr. Badii is intent on killing himself and seeks someone to bury him after his demise. Driving around the city, the seemingly well-to-do Badii meets with numerous people, including a Muslim student, asking them to take on the job, but initially he has little luck. Eventually, Badii finds a man who is up for the task because he needs the money, but his new associate soon tries to talk him out of committing suicide.",1.8701,7.677,654
3763,鬼婆,1964-11-21,"While her son, Kichi, is away at war, a woman and her daughter-in-law survive by killing samurai who stray into their swamp, then selling whatever valuables they find. Both are devastated when they learn that Kichi has died, but his wife soon begins an affair with a neighbor who survived the war, Hachi. The mother disapproves and, when she can't steal Hachi for herself, tries to scare her daughter-in-law with a mysterious mask from a dead samurai.",4.2739,7.676,444
993,Sleuth,1972-12-10,"A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results.",1.1661,7.677,660
965150,Aftersun,2022-10-21,Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between miniDV footage as she tries to reconcile the father she knew with the man she didn't.,7.4807,7.677,1646
506574,Descendants 3,2019-08-02,The teenagers of Disney's most infamous villains return to the Isle of the Lost to recruit a new batch of villainous offspring to join them at Auradon Prep.,4.5523,7.676,1572
82702,How to Train Your Dragon 2,2014-06-05,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider. Hiccup and Toothless find themselves at the center of a battle to protect Berk from a power-hungry warrior.",11.8901,7.676,10067
14438,Fireproof,2008-09-26,"A heroic fire captain values dedication and service to others above all else, but the most important partnership in his life, his marriage, is about to go up in smoke.",4.8895,7.676,820
11787,Harvey,1950-12-04,"The story of Elwood P. Dowd who makes friends with a spirit taking the form of a human-sized rabbit named Harvey that only he sees (and a few privileged others on occasion also.) After his sister tries to commit him to a mental institution, a comedy of errors ensues. Elwood and Harvey become the catalysts for a family mending its wounds and for romance blossoming in unexpected places.",3.3377,7.676,652
9912,The World's Fastest Indian,2005-10-12,"The life story of New Zealander Burt Munro, who spent years building a 1920 Indian motorcycle—a bike which helped him set the land-speed world record at Utah's Bonneville Salt Flats in 1967.",4.091,7.674,827
766507,Prey,2022-08-02,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.",11.1687,7.675,7264
990,The Hustler,1961-09-25,Fast Eddie Felson is a small-time pool hustler with a lot of talent but a self-destructive attitude. His bravado causes him to challenge the legendary Minnesota Fats to a high-stakes match.,2.4456,7.675,1021
22881,The Blind Side,2009-11-20,"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",11.6871,7.673,6615
11474,The Warriors,1979-02-01,"Prominent gang leader Cyrus calls a meeting of New York's gangs to set aside their turf wars and take over the city. At the meeting, a rival leader kills Cyrus, but a Coney Island gang called the Warriors is wrongly blamed for Cyrus' death. Before you know it, the cops and every gangbanger in town is hot on the Warriors' trail.",3.0736,7.7,2257
675,Harry Potter and the Order of the Phoenix,2007-07-08,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students to defend themselves against the dark arts.",18.9801,7.674,20198
776305,竜とそばかすの姫,2021-07-16,"Suzu is a 17-year-old high-school student living in a rural town with her father. Wounded by the loss of her mother at a young age, Suzu one day discovers the massive online world ""U"" and dives into this alternate reality as her avatar, Belle. Before long, all of U's eyes are fixed on Belle, when, suddenly, a mysterious, dragon-like figure appears before her.",4.0306,7.675,810
12219,12 Angry Men,1997-08-17,"During the trial of a man accused of his father's murder, a lone juror takes a stand against the guilty verdict handed down by the others as a result of their preconceptions and prejudices.",3.2905,7.673,405
499,Cléo de 5 à 7,1962-04-11,"Agnès Varda eloquently captures Paris in the sixties with this real-time portrait of a singer set adrift in the city as she awaits test results of a biopsy. A chronicle of the minutes of one woman’s life, Cléo from 5 to 7 is a spirited mix of vivid vérité and melodrama, featuring a score by Michel Legrand and cameos by Jean-Luc Godard and Anna Karina.",3.0879,7.7,730
556984,The Trial of the Chicago 7,2020-09-25,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,3.31,7.672,3192
446159,Bacurau,2019-08-29,"Bacurau, a small town in the Brazilian sertão, mourns the loss of its matriarch, Carmelita, who lived to be 94. Days later, its inhabitants notice that their community has vanished from most maps.",2.374,7.676,1087
13151,Scooby-Doo on Zombie Island,1998-09-22,"After going their separate ways, Scooby-Doo, Shaggy, Velma, Daphne, and Fred reunite to investigate the ghost of Moonscar the pirate on a haunted bayou island, but it turns out the swashbuckler's spirit isn't the only creepy character on the island. The sleuths also meet up with cat creatures and zombies... and it looks like for the first time in their lives, these ghouls might actually be real.",4.7967,7.7,794
218,The Terminator,1984-10-26,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",13.3522,7.672,13900
13187,A Charlie Brown Christmas,1965-12-09,"When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but it is a frustrating struggle. When an attempt to restore the proper spirit with a forlorn little fir Christmas tree fails, he needs Linus' help to learn the meaning of Christmas.",5.2289,7.671,733
522627,The Gentlemen,2020-01-01,"American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",7.3575,7.67,6237
4808,Charade,1963-12-01,"After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines.",4.0631,7.67,1458
1908,Inherit the Wind,1960-07-07,"Schoolteacher Bertram Cates is arrested for teaching his students Darwin's theory of evolution. The case receives national attention and one of the newspaper reporters, E.K. Hornbeck, arranges to bring in renowned defense attorney and atheist Henry Drummond to defend Cates. The prosecutor, Matthew Brady is a former presidential candidate, famous evangelist, and old adversary of Drummond.",2.9093,7.678,438
845,Strangers on a Train,1951-06-27,A charming psychopath tries to coerce a tennis star into his theory that two strangers can commit the perfect crime by exchanging murders—each killing the other’s most-hated person.,1.9795,7.67,1782
68,Brazil,1985-02-20,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",3.5792,7.671,3502
14580,The Big Heat,1953-10-14,"After the suspicious suicide of a fellow cop, tough homicide detective Dave Bannion takes the law into his own hands when he sets out to smash a vicious crime syndicate.",1.2614,7.7,521
792307,Poor Things,2023-12-07,"Brought back to life by an unorthodox scientist, a young woman runs off with a lawyer on a whirlwind adventure across the continents. Free from the prejudices of her times, she grows steadfast in her purpose to stand for equality and liberation.",11.9676,7.7,4991
672322,るろうに剣心 最終章 The Beginning,2021-06-04,"Before he was a protector, Kenshin was a fearsome assassin known as Battosai. But when he meets gentle Tomoe Yukishiro, a beautiful young woman who carries a huge burden in her heart, his life will change forever.",5.8123,7.668,500
653,"Nosferatu, eine Symphonie des Grauens",1922-02-16,"The mysterious Count Orlok summons an happily married real estate agent to his castle, located up in the Transylvanian's mountains, to finalise a deal full of terrifying consequences.",6.1534,7.667,2318
13830,Shottas,2002-02-27,"A raw urban drama about two friends raised on the dangerous streets of Kingston, Jamaica. Biggs and Wayne take on the ""Shotta"" way of life to survive. As young boys, they begin a life of crime, eventually moving to the US where they begin a ruthless climb from the bottom. They remain bound to each other by their shottas loyalty as they aggressively take control of the Jamaican underworld.",3.0267,7.7,349
13466,October Sky,1999-02-19,"Homer Hickam is a kid with only one future in sight, to work in the local coal mine like his father. However, in October 1957 everything changes when the first artificial satellite, Sputnik, goes into orbit. When Homer sees the Soviet satellite streak overhead, he becomes inspired to learn how to build rockets. With the help of his friends, and the local nerd, Homer sets to do just that by trial and a lot of error. Unfortunately, most of the town, and especially Homer's father, thinks that they are wasting their time. Only one teacher understands their efforts and lets them know that they could become contenders in the national science fair with college scholarships being the prize. Now the gang must learn to perfect their craft and overcome the many problems facing them as they shoot for the stars.",4.8696,7.666,1328
11220,墮落天使,1995-09-06,"An assassin goes through obstacles as he attempts to escape his violent lifestyle despite the opposition of his partner, who is secretly attracted to him.",7.4623,7.665,1187
869626,Marcel the Shell with Shoes On,2022-06-24,"Marcel is an adorable one-inch-tall shell who ekes out a colorful existence with his grandmother Connie and their pet lint, Alan. Once part of a sprawling community of shells, they now live alone as the sole survivors of a mysterious tragedy. When a documentarian discovers them amongst the clutter of his Airbnb, his resulting short film brings Marcel millions of passionate fans, as well as unprecedented dangers and a new hope at finding his long-lost family.",2.8476,7.668,644
587272,Padre no hay más que uno,2019-08-02,"Javier is what we have dubbed as a ""husband-in-law."" That is that without taking care of the care of the house and children at all, he knows exactly what needs to be done, and that he continuously collects a sum of sentences from the type: ""It is that you do not organize"", or ""do not get nervous"", you already consider that overflowing woman drowns in a glass of water. Javier will have to face the reality of dealing with five children (between four and twelve years old) when his wife decides to go on a trip and leave him alone with them. The chaotic situation that takes place at home will progressively evolve ecologically to the most absolute disaster, but at the same time it will give parents and children the opportunity to meet and enjoy themselves for the first time.",1.5887,7.664,753
1587,What's Eating Gilbert Grape,1993-12-17,"Gilbert Grape is a small-town young man with a lot of responsibility. Chief among his concerns are his mother, who is so overweight that she can't leave the house, and his mentally impaired younger brother, Arnie, who has a knack for finding trouble. Settled into a job at a grocery store and an ongoing affair with local woman Betty Carver, Gilbert finally has his life shaken up by the free-spirited Becky.",5.6851,7.664,4115
288,High Noon,1952-06-09,"Will Kane, the sheriff of a small town in New Mexico, learns a notorious outlaw he put in jail has been freed, and will be arriving on the noon train. Knowing the outlaw and his gang are coming to kill him, Kane is determined to stand his ground, so he attempts to gather a posse from among the local townspeople.",3.866,7.665,1507
567410,Systemsprenger,2019-09-19,"Wherever 9-year-old Benni ends up, she is expelled. She has become what child protection services call a “system crasher.” But she is not looking to change her ways, and has one goal: go back home to her mother. When anger management trainer Micha is hired to help, suddenly there is hope.",1.9464,7.662,357
51739,借りぐらしのアリエッティ,2010-07-16,"14-year-old Arrietty and the rest of the Clock family live in peaceful anonymity as they make their own home from items ""borrowed"" from the house's human inhabitants. However, life changes for the Clocks when a human boy discovers Arrietty.",6.0101,7.662,2995
49992,La gabbianella e il gatto,1998-12-22,"A seagull is caught by the black tide of a sinking petrol ship. She manages to fly inland and falls down in a garden by a cat. Moribund, she asks the cat to fulfill three promises: that when she lays her egg he must not eat it; that he must take care of it until it hatches; that he would teach the newborn how to fly.",1.7385,7.661,623
939243,Sonic the Hedgehog 3,2024-12-19,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",26.9911,7.66,2967
840430,The Holdovers,2023-10-27,"A curmudgeonly instructor at a New England prep school is forced to remain on campus during Christmas break to babysit the handful of students with nowhere to go. Eventually, he forms an unlikely bond with one of them — a damaged, brainy troublemaker — and with the school’s head cook, who has just lost a son in Vietnam.",5.7344,7.659,2166
8358,Cast Away,2000-12-22,"Chuck Noland, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia crashes at sea during a terrible storm. He's the only survivor, and finds himself marooned on a desolate island. With no way to escape, Chuck must find ways to survive in his new home.",7.1424,7.66,11847
1075,"Crna mačka, beli mačor",1998-06-01,"Matko is a small time hustler, living by the Danube with his 17-year-old son Zare. After a failed business deal he owes money to the much more successful gangster Dadan. Dadan has a sister, Afrodita, that he desperately wants to see get married so they strike a deal: Zare is to marry her.",1.6634,7.7,773
575452,Il traditore,2019-05-23,"Palermo, Sicily, 1980. Mafia member Tommaso Buscetta decides to move to Brazil with his family fleeing the constant war between the different clans of the criminal organization. But when, after living several misfortunes, he is forced to return to Italy, he makes a bold decision that will change his life and the destiny of Cosa Nostra forever.",1.6469,7.659,1383
414906,The Batman,2022-03-01,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",16.9811,7.7,11278
1027014,Entergalactic,2022-09-28,Ambitious artist Jabari attempts to balance success and love when he moves into his dream Manhattan apartment and falls for his next-door neighbor.,5.1092,7.657,446
891,All the President's Men,1976-04-09,"During the 1972 elections, two reporters' investigation sheds light on the controversial Watergate scandal that compels President Nixon to resign from his post.",3.2057,7.658,1945
8416,Il conformista,1970-07-01,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",2.9213,7.66,725
726759,Tetris,2023-03-15,"In 1988, American video game salesman Henk Rogers discovers the video game Tetris. When he sets out to bring the game to the world, he enters a dangerous web of lies and corruption behind the Iron Curtain.",6.7651,7.661,1549
508439,Onward,2020-02-29,"In a suburban fantasy world, two teenage elf brothers embark on an extraordinary quest to discover if there is still a little magic left out there.",5.7316,7.656,6380
15794,White Heat,1949-09-02,"A psychopathic criminal with a mother complex makes a daring break from prison and then leads his old gang in a chemical plant payroll heist. After the heist, events take a crazy turn.",5.5914,7.7,506
770254,Back to the Outback,2021-12-03,"Tired of being locked in a reptile house where humans gawk at them like they are monsters, a ragtag group of Australia’s deadliest creatures plot an escape from their zoo to the Outback, a place where they’ll fit in without being judged.",4.2411,7.655,760
50531,Chiedimi se sono felice,2000-12-15,"Aspiring thespians Aldo, Giovanni and Giacomo work dead-end jobs while nurturing the dream of staging their production of Cyrano de Bergerac, but love for the same lady will tear their friendship apart. Three years later, Giovanni and Giacomo reunite after learning that Aldo is dying.",1.5071,7.655,1686
10633,In the Heat of the Night,1967-08-02,"African-American Philadelphia police detective Virgil Tibbs is arrested on suspicion of murder by Bill Gillespie, the racist police chief of tiny Sparta, Mississippi. After Tibbs proves not only his own innocence but that of another man, he joins forces with Gillespie to track down the real killer. Their investigation takes them through every social level of the town, with Tibbs making enemies as well as unlikely friends as he hunts for the truth.",4.4304,7.654,1167
812,Aladdin,1992-11-25,"In the boorish city of Agrabah, kind-hearted street urchin Aladdin and Princess Jasmine fall in love, although she can only marry a prince. He and power-hungry Grand Vizier Jafar vie for a magic lamp that can fulfill their wishes.",8.2645,7.655,11640
371645,Hunt for the Wilderpeople,2016-03-31,"Ricky is a defiant young city kid who finds himself on the run with his cantankerous foster uncle in the wild New Zealand bush. A national manhunt ensues, and the two are forced to put aside their differences and work together to survive.",2.4822,7.654,2181
100402,Captain America: The Winter Soldier,2014-03-20,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",5.9513,7.654,19447
1726,Iron Man,2008-04-30,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",14.7068,7.7,27374
261,Cat on a Hot Tin Roof,1958-08-29,"An alcoholic ex-football player drinks his days away, having failed to come to terms with his sexuality and his real feelings for his football buddy who died after an ambiguous accident. His wife is crucified by her desperation to make him desire her: but he resists the affections of his wife. His reunion with his father—who is dying of cancer—jogs a host of memories and revelations for both father and son.",2.0606,7.654,789
1904,Memoirs of a Geisha,2005-12-06,"In the years before World War II, a penniless Japanese child is torn from her family to work as a maid in a geisha house.",4.37,7.654,3226
1592,Primal Fear,1996-03-06,"An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a third person in the room.",6.3145,7.654,3655
247,The Killing,1956-06-06,"Career criminal Johnny Clay recruits a sharpshooter, a crooked police officer, a bartender and a betting teller named George, among others, for one last job before he goes straight and gets married. But when George tells his restless wife about the scheme to steal millions from the racetrack where he works, she hatches a plot of her own.",4.0205,7.7,1626
108,Trois couleurs : Bleu,1993-09-08,"The wife of a famous composer survives a car accident that kills her husband and daughter. Now alone, she shakes off her old identity and explores her newfound freedom but finds that she is unbreakably bound to other humans, including her husband’s mistress, whose existence she never suspected.",4.1134,7.652,1785
12548,I vitelloni,1953-09-17,"Five young men dream of success as they drift lazily through life in a small Italian village. Fausto, the group's leader, is a womanizer; Riccardo craves fame; Alberto is a hopeless dreamer; Moraldo fantasizes about life in the city; and Leopoldo is an aspiring playwright. As Fausto chases a string of women, to the horror of his pregnant wife, the other four blunder their way from one uneventful experience to the next.",1.7759,7.651,707
508933,Ricky Gervais: Humanity,2018-03-13,"In his first special in seven years, Ricky Gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally.",3.2985,7.65,481
144288,ベルセルク 黄金時代篇Ⅲ 降臨,2013-02-01,"One year has passed since Guts left the Band of the Hawk and Griffith was imprisoned by the Kingdom of Midland for treason. In the dead of night, at a camping site where they hide, the Band of the Hawk is attacked by Bakiraka assassins led by Silat. When all seems lost, Guts returns from his journey. ""You destroyed everything."" Crying that Griffith is nothing without Guts, Casca and Guts are joined together body and soul. Griffith is imprisoned in the oldest building in Wyndham Catle, the Tower of Rebirth.",2.717,7.65,380
11898,Kind Hearts and Coronets,1949-06-21,"When his mother eloped with an Italian opera singer, Louis Mazzini was cut off from her aristocratic family. After the family refuses to let her be buried in the family mausoleum, Louis avenges his mother's death by attempting to murder every family member who stands between himself and the family fortune. But when he finds himself torn between his longtime love and the widow of one of his victims, his plans go awry.",1.7617,7.65,574
110160,Laurence Anyways,2012-05-18,The story of an impossible love between a woman named Fred and a transgender woman named Laurence who reveals her inner desire to become her true self.,2.2174,7.649,878
1002185,A Million Miles Away,2023-09-08,"The life of engineer and former NASA astronaut José M. Hernández, the first migrant farmworker to go to space.",3.7285,7.648,486
238628,Mandariinid,2013-10-17,"War in Abkhazia, 1992. An Estonian man Ivo has stayed behind to harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo is forced to take him in.",1.8693,7.648,563
728118,"Quo Vadis, Aida?",2021-02-26,"Bosnia, July 1995. Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp. As an insider to the negotiations Aida has access to crucial information that she needs to interpret. What is at the horizon for her family and people – rescue or death? Which move should she take?",1.4828,7.647,445
15999,吸血鬼ハンターD ブラッドラスト,2000-08-25,"D, a legendary dhampir competes with a motley family of bounty hunters to track down Charlotte Elbourne, a young woman who has seemingly been abducted by vampire nobleman Meier Link.",5.4759,7.647,734
17835,Threads,1984-09-23,"Documentary style account of a nuclear holocaust and its effect on the working class city of Sheffield, England; and the eventual long run effects of nuclear war on civilization.",2.6166,7.6,363
471707,Boże Ciało,2019-09-10,"A pious 20-year-old juvenile delinquent is sent to work at a sawmill in a small town; on arrival, he dresses up as a priest and accidentally takes over the local parish. The arrival of this young, charismatic preacher is an opportunity for the local community to begin the healing process after a tragedy that happened a year prior.",2.0979,7.645,574
886396,Batman and Superman: Battle of the Super Sons,2022-10-17,"After discovering he has powers, 11-year-old Jonathan Kent and assassin-turned-Boy-Wonder Damian Wayne must join forces to rescue their fathers (Superman & Batman) and save the planet from the malevolent alien force known as Starro.",2.4927,7.643,333
10637,Remember the Titans,2000-09-29,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into champions.",5.1298,7.644,2797
4497,Viridiana,1962-04-01,"Viridiana is preparing to start her life as a nun when she is sent, somewhat unwillingly, to visit her aging uncle, Don Jaime. He supports her; but the two have met only once. Jaime thinks Viridiana resembles his dead wife. Viridiana has secretly despised this man all her life and finds her worst fears proven when Jaime grows determined to seduce his pure niece. Viridiana becomes undone as her uncle upends the plans she had made to join the convent.",2.1922,7.6,529
871,Planet of the Apes,1968-02-07,"Astronaut Taylor crash lands on a distant planet ruled by apes who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.",8.2391,7.643,3764
14813,Mickey's Christmas Carol,1983-10-19,"Ebenezer Scrooge is far too greedy to understand that Christmas is a time for kindness and generosity. But with the guidance of some new found friends, Scrooge learns to embrace the spirit of the season. A retelling of the classic Dickens tale with Disney's classic characters.",1.8562,7.642,949
724495,The Woman King,2022-09-16,"The story of the Agojie, the all-female unit of warriors who protected the African Kingdom of Dahomey in the 1800s with skills and a fierceness unlike anything the world has ever seen, and General Nanisca as she trains the next generation of recruits and readies them for battle against an enemy determined to destroy their way of life.",10.4711,7.641,2249
514439,Breakthrough,2019-04-10,"Tragedy strikes when a woman named Joyce's son falls through the ice on a frozen lake and is trapped underwater for over 15 minutes. After being rushed to the hospital, the 14-year-old boy continues to fight for his life as Joyce, her husband and their pastor stay by his bedside and pray for a miracle.",3.7463,7.6,1123
20123,Dom za vešanje,1988-12-21,"In this luminous tale set in the former Yugoslavia, Perhan, an engaging young Romany with telekinetic powers, is seduced by the quick-cash world of petty crime that threatens to destroy him and those he loves.",3.3955,7.645,408
4347,Atonement,2007-02-27,"As a 13-year-old, fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",4.8845,7.641,4488
212,Arsenic and Old Lace,1944-09-01,"Mortimer Brewster, a newspaper drama critic, playwright, and author known for his diatribes against marriage, suddenly falls in love and gets married;  but when he makes a quick trip home to tell his two maiden aunts, he finds out his aunts' hobby - killing lonely old men and burying them in the cellar!",1.8261,7.641,987
381289,A Dog's Purpose,2017-01-19,A dog goes on quest to discover his purpose in life over the course of several lifetimes with multiple owners.,5.4838,7.64,3437
164,Breakfast at Tiffany's,1961-10-06,"Holly Golightly is an eccentric New York City playgirl determined to marry a Brazilian millionaire. But when young writer Paul Varjak moves into her apartment building, her past threatens to get in their way.",4.0533,7.6,4334
16306,La Planète sauvage,1973-12-01,"On the planet Ygam, the Draags, extremely technologically and spiritually advanced blue humanoids, consider the tiny Oms, human beings descendants of Terra's inhabitants, as ignorant animals. Those who live in slavery are treated as simple pets and used to entertain Draag children; those who live hidden in the hostile wilderness of the planet are periodically hunted and ruthlessly slaughtered as if they were vermin.",1.7011,7.639,1029
10451,飲食男女,1994-08-03,"Retired and widowed Chinese master chef Chu lives in modern day Taipei, with his three attractive daughters, all of whom are unattached. Soon, each daughter encounters a new man in their lives. When these new relationships blossom, stereotypes are broken and the living situation within the family changes.",4.0303,7.639,377
1678,ゴジラ,1954-11-03,"Japan is thrown into a panic after several ships are sunk near Odo Island. An expedition to the island led by Dr. Kyohei Yamane soon discover something far more devastating than imagined in the form of a 50 meter tall monster whom the natives call Gojira. Now the monster begins a rampage that threatens to destroy not only Japan, but the rest of the world as well.",4.5034,7.6,1047
580175,Druk,2020-09-24,Four stagnant high school teachers decide to test out a theory that maintaining a constant level of intoxication will improve their overall lives.,4.0492,7.636,3555
24160,Amici miei - Atto II°,1982-12-22,"The four old friends meet on the grave of the fifth of them, Perozzi, who died at the end of the first episode. Time has passed but they are still up for adventures and cruel jokes, and while they recall the one they created together with the late friend, new ones are on their way, starting right there at the cemetery.",1.0319,7.6,350
342470,All the Bright Places,2020-02-28,Two teens facing personal struggles form a powerful bond as they embark on a cathartic journey chronicling the wonders of Indiana.,3.7145,7.634,2940
38251,Mediterraneo,1991-02-02,"Greek Sea, World War II. An Italian ship leaves a handful of soldiers in a little island; their mission is to spot enemy ships and to hold the island in case of attack. The village of the island seems abandoned and there isn't a single enemy in sight, so the soldiers begin to relax a little. Things change when their ship is hit and destroyed by the enemy, and the soldiers find themselves abandoned there.",3.3101,7.634,1026
4995,Boogie Nights,1997-10-10,"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.",12.06,7.634,3343
678,Out of the Past,1947-11-25,The peaceful life of a gas station owner is disrupted when a man from his past arrives in town and forces him to return to the dark world he had tried to escape.,2.2604,7.634,621
37247,The Graduate,1967-12-21,A disillusioned college graduate finds himself torn between his older lover and her daughter.,7.4783,7.633,3522
4495,El espíritu de la colmena,1973-10-08,"In 1940, in the immediate aftermath of the Spanish Civil War, a young girl living on the Castilian plain is haunted after attending a screening of James Whale's 1931 film Frankenstein and hearing from her sister that the monster is not dead, instead existing as a spirit inhabiting a nearby barn.",1.182,7.633,377
513434,カメラを止めるな！,2017-11-04,"Real zombies arrive and terrorize the crew of a zombie film being shot in an abandoned warehouse, said to be the site of military experiments on humans.",5.8567,7.631,914
313297,Kubo and the Two Strings,2016-08-18,"Kubo mesmerizes the people in his village with his magical gift for spinning wild tales with origami. When he accidentally summons an evil spirit seeking vengeance, Kubo is forced to go on a quest to solve the mystery of his fallen samurai father and his mystical weaponry, as well as discover his own magical powers.",4.4057,7.632,3687
137113,Edge of Tomorrow,2014-05-27,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",9.5871,7.632,14473
